Name,Exp_Mass,Exp_Intensity
,6426.354845,35385
,6429.334999,2897
,6429.362539,16441
,6430.336216,26633
,6450.330453,12515
,6480.359675,4702
,6481.420603,6279
,6490.563391,39370
,6525.408084,6000
,6525.422737,81157
,6542.42586,5363
,6543.399073,3190
,6547.461762,11962
,6566.42625,6666
,6630.465828,48575
,6644.488097,46479
,6648.621014,17475
,6653.521617,101360
,6699.505981,98090
,6715.508987,22285
,6724.579478,151162
,6817.66022,22180
,6844.641075,3957
,6845.603556,4150
,6847.564503,64984
,6861.627164,220069
,6862.645771,8139
,6884.607112,11761
,6904.634859,4424
,6918.647389,178846
,6919.187893,29745
,6941.613073,11596
,6948.591422,27321
,6954.157683,7766
,7002.700087,5078
,7004.66592,28924
,7004.685099,6232
,7004.74617,5037
,7020.647342,39886
,7047.749963,15166
,7068.728607,7911
,7068.751083,16922
,7072.793953,3270
,7073.773158,5985
,7113.733291,4161
,7114.768042,3995
,7132.774223,12342
,7133.746852,17320
,7153.63768,4693
,7175.837733,6420
,7246.828249,33287
,7262.815187,1910
,7263.860996,3549
,7265.796401,3448
,7273.900263,51440
,7296.880147,2450
,7315.873497,23124
,7319.80884,3764
,7342.848365,5598
,7345.861129,8540
,7359.850348,185546
,7360.884268,26899
,7386.968405,77595
,7393.925388,2023
,7408.955286,13643
,7411.885935,4278
,7425.41371,2315
,7434.909595,6533
,7444.011586,41334
,7446.958075,3022
,7464.996105,4843
,7474.883423,95746
,7477.900586,8284
,7515.048157,32254
,7520.927,4849
,7535.94221,2149
,7543.732812,3158
,7587.972143,64299
,7604.010302,7568
,7662.114487,4790
,7670.382106,3649
,7725.001538,20231
,7733.91339,7353
,7741.047085,40231
,7742.021785,1897
,7742.021785,3171
,7750.165551,9831
,7810.093267,22890
,7844.150514,6241
,7862.964445,3566
,7863.174889,18368
,7864.151582,26807
,7869.128301,7107
,7880.110195,7548
,7886.18976,8034
,7898.12607,24457
,7926.159564,9298
,7944.026762,36345
,7967.201738,79903
,7982.177936,52501
,7987.221529,6843
,7992.726485,4048
,8008.710478,4591
,8032.153664,22577
,8075.075103,11818
,8081.20415,26682
,8105.328638,6954
,8144.04486,6377
,8145.050287,7190
,8168.243369,5909
,8242.373722,10572
,8243.389992,34455
,8315.332368,39329
,8331.335141,10025
,8355.470404,66413
,8357.227753,11347
,8358.242628,5214
,8378.456736,10870
,8387.354694,13873
,8401.362744,26847
,8427.505134,4152
,8443.382707,68037
,8444.383645,18162
,8454.489315,7619
,8455.502493,2913
,8459.369982,17378
,8470.510314,154328
,8472.522678,5163
,8492.49674,13079
,8519.835189,3501
,8553.433298,4884
,8557.453001,48392
,8572.45503,3590
,8585.589343,11712
,8641.745053,1629
,8655.504786,2296
,8671.521919,5153
,8698.663809,23037
,8766.137261,3265
,8783.645705,35520
,8800.638986,50577
,8825.72159,6470
,8867.697239,2628
,8868.711012,5039
,8883.801964,6839
,8900.708793,2512
,8912.714419,80593
,8926.736602,26294
,8953.733788,9809
,8953.737857,2525
,8969.706541,149691
,8983.794486,6180
,8985.779059,9532
,8986.789466,3286
,9062.784275,5440
,9106.796423,91870
,9121.835745,3288
,9130.820584,33353
,9156.84876,2714
,9157.899574,15762
,9176.744382,97386
,9260.988325,10235
,9304.951195,93042
,9306.024994,4237
,9321.848987,3704
,9403.948631,32537
,9405.993165,10158
,9560.571979,10318
,9562.034829,4670
,9644.150079,3477
,9656.915347,2814
,9658.945141,4824
,9694.994117,3391
,9697.970624,2251
,9744.177164,17188
,9745.184721,13309
,9745.212067,4547
,9774.518501,4083
,9800.13895,5528
,9815.186942,9119
,9883.24791,4892
,9923.132887,3396
,9927.206576,2969
,9930.206188,4930
,9931.25762,5435
,9947.246209,3262
,9947.248278,20213
,9986.262838,17603
,10016.14022,2070
,10046.37923,20170
,10100.25978,2694
,10174.36806,4815
,10192.37522,11971
,10232.37781,12671
,10309.35158,1689
,10311.22541,3748
,10311.41775,19602
,10313.41811,3719
,10328.41932,6521
,10328.84444,5007
,10328.91414,19433
,10328.91414,14852
,10329.06631,23585
,10329.07203,15305
,10329.13069,3005
,10329.26017,4115
,10329.42812,972228
,10329.81184,11157
,10329.81184,11966
,10329.90233,16221
,10329.98957,19659
,10329.98957,8685
,10329.98957,11706
,10329.98957,11083
,10331.43966,2185
,10343.4639,13537
,10348.5095,2697
,10350.47496,4305
,10351.44077,23048
,10386.49862,3827
,10412.44812,48082
,10429.78957,5628
,10429.87945,6193
,10429.87945,2002
,10429.95202,6963
,10429.96128,3099
,10430.02602,3451
,10430.06075,7121
,10430.10732,3891
,10430.16068,6280
,10430.47757,286976
,10447.48131,8656
,10454.47268,4115
,10462.19626,1733
,10463.77095,2287
,10464.45562,211598
,10477.51729,8477
,10479.488,17344
,10479.53807,12382
,10481.49583,84570
,10499.53026,25646
,10516.9712,11204
,10517.03725,16530
,10517.53754,606291
,10517.93534,10283
,10517.93534,15455
,10518.06166,15666
,10539.51099,15748
,10541.52705,2241
,10577.58757,22900
,10594.59993,17251
,10613.6518,3232
,10630.59494,6407
,10630.60866,8589
,10697.55725,9068
,10709.60145,22254
,10717.52733,3981
,10727.60115,6716
,10728.66768,4254
,10744.58262,13531
,10745.63107,68181
,10759.68903,4966
,10766.62067,10596
,10766.63683,70684
,10784.58469,16968
,10784.62857,17339
,10786.67314,4619
,10802.65867,205984
,10803.59644,21279
,10803.6502,12313
,10823.66511,5471
,10879.35396,1589
,10918.79701,48205
,10920.73293,5988
,10921.71136,4822
,10949.77765,29038
,11021.71967,33224
,11035.7043,24411
,11037.80469,5116
,11117.65411,10203
,11179.82636,18935
,11363.38072,3467
,11442.98099,4319
,11444.79295,5808
,11602.03602,20024
,11618.11185,1534
,11619.05506,12452
,11758.0581,3027
,11759.12352,4126
,11811.2026,3595
,11816.19038,3537
,11835.1532,6085
,11844.18763,24427
,11853.13058,4037
,11871.09785,12857
,11956.12147,1429
,11969.1483,2882
,11994.18272,6736
,12018.25271,3151
,12031.21715,20189
,12073.2131,16939
,12084.25066,22320
,12092.24931,123806
,12110.31545,94665
,12126.83011,19346
,12126.94067,14537
,12126.94067,18127
,12126.94067,16928
,12127.80051,14338
,12128.21647,3318
,12128.25579,626697
,12143.18461,14627
,12150.26448,23890
,12240.27216,2123
,12255.31221,21954
,12272.3545,8304
,12273.31251,2995
,12275.26079,8827
,12291.35668,127549
,12389.40516,8401
,12488.46663,9445
,12490.46127,5872
,12553.63996,2698
,12567.57518,10212
,12569.66773,4904
,12661.68561,11320
,12686.67543,2412
,12703.70114,6642
,12705.74362,6120
,12861.78531,3487
,12872.81954,2238
,12909.70767,22040
,12909.80438,3315
,12910.81912,4478
,12928.69667,13359
,12931.77074,1943
,13037.89736,12105
,13037.90565,2453
,13042.84974,8088
,13056.97016,4312
,13112.88635,10375
,13225.88308,2703
,13263.92191,3241
,13278.92966,1791
,13298.96445,18426
,13312.96812,2828
,13313.00528,6534
,13315.01629,5559
,13319.87672,13081
,13321.96583,1994
,13337.95098,16723
,13339.03758,4908
,13344.96803,1851
,13353.97157,5510
,13355.9517,59789
,13356.84083,3364
,13377.95585,21070
,13439.88393,2141
,13449.49505,3191
,13633.15736,2053
,13793.1905,3842
,13807.24691,2800
,13809.25783,2656
,13820.25565,6179
,13836.28659,14871
,13837.32731,6982
,13859.32354,5751
,13860.24929,3238
,13888.33197,3069
,13889.24026,2704
,13898.34484,2674
,13908.26481,20670
,14223.44738,2779
,14329.74041,1680
,14379.37957,2800
,14551.65209,8157
,14752.68557,2046
,14820.89788,4464
,14847.77729,2090
,14863.77511,6747
,14868.7961,3380
,14891.80933,9201
,14892.79614,12320
,14908.74469,65066
,15037.91218,6716
,15114.88657,3093
,15116.35309,2837
,15117.90984,129505
,15117.91707,3836
,15138.83604,13045
,15139.89164,19362
,15142.91597,4562
,15159.91435,8716
,15264.00236,3526
,15267.0532,11299
,15400.15274,1862
,15401.09903,3317
,15465.11603,12850
,15466.66597,2257
,15535.99184,5674
,15562.07272,2560
,15577.19521,15194
,15611.72556,1537
,15693.15109,2780
,15694.33198,4740
,15727.27094,15963
,15733.40027,3656
,15739.30645,5321
,15740.38056,7511
,15743.34014,16874
,15756.34291,16698
,15769.34165,114855
,15772.36072,3621
,15774.36748,4926
,15775.35648,22245
,15785.33608,6626
,15785.37549,213351
,15787.36976,5484
,15793.36639,60852
,15800.36053,17723
,15801.42852,28493
,15806.34955,12378
,15810.34876,11443
,15813.39023,256201
,15815.33554,1802
,15815.39076,6553
,15817.30204,2037
,15829.36589,565685
,15831.15601,4941
,15831.42184,50483
,15834.37425,119061
,15841.40493,4226
,15843.37122,3357
,15846.23082,3189
,15851.36802,156820
,15856.37655,3827
,15857.36205,18645
,15869.33955,3667
,15872.35,6156
,15974.42052,6340
,15974.47866,3955
,15988.43351,38688
,15992.46824,2094
,15994.44159,4618
,15996.48777,1749
,16001.49787,12672
,16004.45637,2625
,16006.34212,3724
,16009.45873,3476
,16016.47103,49356
,16023.47068,2626
,16028.46448,5766
,16032.3646,29349
,16034.53775,78509
,16048.47912,1942
,16048.51801,3781
,16054.47799,5642
,16055.43802,6316
,16056.49972,11805
,16603.17963,1872
,16925.00922,1942
,16999.73651,1941
,17180.83027,2038
,18044.80582,1723
,18726.93186,1721
,19450.49053,2072
,19795.96646,1792
,20439.50288,1507
,20601.59161,1368
,20656.33514,1982
,20658.50251,2750
,20831.56192,1509
,20924.56576,1659
,23967.75436,1496
,24245.0833,3714
,27275.42774,2439
